name,sold_date,price,seller_country,seller_name,product_condition
Aparat Sony PS4 ze stojakiem oryginalny PlayStation 4 PSVR - BEZPŁATNA WYSYŁKA,Sprzedane  20 gru 2024,"179,55 zł",z: Wielka Brytania,shopfuzzyllama (366) 100%,Używany
6 PlayStation 4 PS4 Oficjalne oryginalne puste zamienne etui z recyklingu 14 mm,Sprzedane  20 gru 2024,"50,02 zł",z: Stany Zjednoczone,auctionbarn.media (82 887) 98%,Nowy (inny)
KONSOLA DO GIER SONY PLAYSTATION PS4 SLIM 1 TB CZARNA CUH-2215B - Scratch & Dent,Sprzedane  20 gru 2024,"711,96 zł",z: Stany Zjednoczone,"retail_king (16 553) 97,6%",Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B) z kontrolerem i kablem,Sprzedane  20 gru 2024,"510,88 zł",z: Stany Zjednoczone,"miguebermude-97 (1 009) 99,6%",Używany
Konsola PlayStation 4 Pro czarna 1 TB Sony PS4 9.00 Firmware,Sprzedane  20 gru 2024,"1 021,75 zł",z: Stany Zjednoczone,deegaws (70) 100%,Używany
PlayStation 4 Slim Edition 1000 GB czarna konsola z 2 kontrolerami i 1 grą,Sprzedane  20 gru 2024,"613,05 zł",z: Stany Zjednoczone,lbower2025 (94) 100%,Używany
Oprogramowanie Sony PlayStation 4 Slim 1 TB 11.50 z grami i akcesoriami (A),Sprzedane  19 gru 2024,"470,50 zł",z: Stany Zjednoczone,"gepa9380 (208) 97,9%",Używany
Konsola PlayStation 4 Pro 1 TB Red Dead Redemption 2 Pakiet systemów gier wideo,Sprzedane  19 gru 2024,"1 108,07 zł",z: Stany Zjednoczone,"eflipstuff (7 214) 98,7%",Używany
Sony PlayStation 4 Slim PS4 1 TB czarna konsola CUH-2215B Z kablem zasilającym PRZETESTOWANE,Sprzedane  19 gru 2024,"490,44 zł",z: Stany Zjednoczone,"jlresellersllc (896) 98,4%",Używany
5 10 20 NOWY OEM Playstation 4 PS4 Oryginalne autentyczne zamienne etui do gier wideo,Sprzedane  19 gru 2024,"100,29 zł",z: Stany Zjednoczone,pipsportscards (14 111) 100%,Fabrycznie nowy
PS4 PRO + GRY + ORYGINALNE PUDEŁKO,Sprzedane  19 gru 2024,"832,25 zł",z: Wielka Brytania,scheibegesicht (1) 100%,Używany
Sony PlayStation 4 Slim 1TB PS4 czarna konsola testowana LOW Firmware 9.60,Sprzedane  19 gru 2024,"568,09 zł",z: Stany Zjednoczone,"justgoodtech (1 771) 99,5%",Używany
Playstation 4 Pro Limited Edition 500 Million 2TB,Sprzedane  1 gru 2024,"2 819,83 zł",z: Stany Zjednoczone,"860games (866) 99,1%",Używany
The Last Of Us Part II 2 Edycja kolekcjonerska Tylko etui Steelbook (BEZ GRY),Sprzedane  19 gru 2024,"150,76 zł",z: Stany Zjednoczone,"mr.sup3rm4n (4 094) 99,9%",Nowy (inny)
NOWA konsola PlayStation 4 Slim 500 GB konsola do gier + kontroler DUALSHOCK 4,Sprzedane  19 gru 2024,"1 286,91 zł",z: Stany Zjednoczone,"re_tech_deals (18 312) 99,3%",Fabrycznie nowy
Mortal Kombat 12 Gold Steelbook Edition - Bez gry - Sony PlayStation 4,Sprzedane  19 gru 2024,"50,22 zł",z: Stany Zjednoczone,"greatwhite2eu (4 112) 99,9%",Nowy (inny)
Konsola Sony Playstation 4 Slim z 2 kontrolerami i pudełkiem - CUH-2215B,Sprzedane  19 gru 2024,"551,75 zł",z: Stany Zjednoczone,"xtanyao (4 383) 98,8%",Używany
Tylko konsola Sony PlayStation 4 Pro Death Stranding Edition!!,Sprzedane  19 gru 2024,"613,01 zł",z: Stany Zjednoczone,"pawnusaleland (1 382) 98,6%",Używany
Konsola do gier Sony PlayStation 4 Slim 500GB czarna z kontrolerem i kablem,Sprzedane  19 gru 2024,"429,09 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B) z kontrolerem i kablem,Sprzedane  19 gru 2024,"490,40 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B) z kontrolerem i kablem,Sprzedane  19 gru 2024,"490,40 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Konsola do gier Sony PlayStation 4 Slim 500GB czarna z kontrolerem i kablem,Sprzedane  19 gru 2024,"429,09 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B) z kontrolerem i kablem,Sprzedane  19 gru 2024,"490,40 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B) z kontrolerem i kablem,Sprzedane  19 gru 2024,"490,40 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Konsola Sony PlayStation 4 Pro 1TB CUH-7115B z kontrolerem i przewodami,Sprzedane  19 gru 2024,"572,14 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Sony PlayStation 4 Slim BLK 500GB Model CUH-2015A SPB-TS343505,Sprzedane  19 gru 2024,"510,83 zł",z: Stany Zjednoczone,scavengersnest (11 218) 99%,Używany
Konsola PlayStation 4 PS4 Pro 1 TB Red Dead Redemption 2 Pakiet z akcesoriami,Sprzedane  19 gru 2024,"437,31 zł",z: Stany Zjednoczone,maxpowerboxing (39) 100%,Używany
Cyberpunk 2077 (PS4) Edycja Kolekcjonerska **TYLKO STEELBOOK**,Sprzedane  19 gru 2024,"204,35 zł",z: Stany Zjednoczone,franks_finds360 (649) 100%,Używany
Konsola Sony PlayStation 4 Slim 500GB CUH2015A Ps4 pakiet W 3 kontrolery gier,Sprzedane  19 gru 2024,"612,85 zł",z: Stany Zjednoczone,skeeto1776 (678) 100%,Używany
PUSTE PUDEŁKO na konsolę Sony PlayStation 4 System PS4 Białe pudełko wewnętrzne i wkładki,Sprzedane  19 gru 2024,"113,11 zł",z: Stany Zjednoczone,"brenomp (77) 94,4%",Nowy (inny)
Konsola Sony PS4 PRO 1TB - czarna,Sprzedane  19 gru 2024,"590,74 zł",z: Wielka Brytania,"31danni (1 577) 99,9%",Używany
"Sony PlayStation 4 Slim (CUH-1215A), włącza się, nie działa, Mfg czerwiec 2015",Sprzedane  19 gru 2024,"208,44 zł",z: Stany Zjednoczone,lovekellydolls (784) 100%,Tylko na części
"PlayStation 4 Slim 1 TB z kontrolerem bezprzewodowym, kablem HDMI i kablem zasilającym",Sprzedane  19 gru 2024,"551,75 zł",z: Stany Zjednoczone,electroduo (109) 100%,Używany
Aparat Sony do PlayStation 4 VR Round PS4 czarny testowany ruch działa CUH-ZEY2,Sprzedane  19 gru 2024,"135,68 zł",z: Stany Zjednoczone,ecfinds (3 769) 100%,Używany
Sony PlayStation 4 Pro 1 TB czarna konsola system gier CUH-7215B,Sprzedane  19 gru 2024,"735,62 zł",z: Stany Zjednoczone,"pr3stigew0rldwide (279) 99,3%",Używany
Sony PlayStation 4 Slim 1 TB Czarna konsola System gier CUH-2115B Scuffs,Sprzedane  16 gru 2024,"572,14 zł",z: Stany Zjednoczone,"pr3stigew0rldwide (279) 99,3%",Używany
Konsola Sony PlayStation 4 Launch Edition 500GB Glacier White - przeczytaj opis,Sprzedane  19 gru 2024,"326,92 zł",z: Stany Zjednoczone,zxygaming (837) 98%,Używany
Pakiet PlayStation 4 Pro 1 TB - czarna konsola,Sprzedane  19 gru 2024,"980,84 zł",z: Stany Zjednoczone,quentigrisso-0 (196) 100%,Używany
Marvel VS CapCom Fighting Collection Custom Made Steelbook Case na PS5 / PS4 / Xbox,Sprzedane  19 gru 2024,"163,44 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Konsola do gier wideo Sony PlayStation 4 Slim CUH-2215B 1TB z kontrolerem Sony,Sprzedane  19 gru 2024,"514,92 zł",z: Stany Zjednoczone,richmonddeals (2 980) 99%,Używany
Konsola PlayStation 4 Pro 500 GB dysk twardy z kontrolerem i kablem zasilającym,Sprzedane  19 gru 2024,"486,31 zł",z: Stany Zjednoczone,techrestoration (117) 100%,Używany
Zwrotna niestandardowa obudowa Steelbook tylko PS4 / PS5 / Xbox (bez płyty z grą) nowa,Sprzedane  19 gru 2024,"150,76 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Call of Duty WWII PS4,Sprzedane  19 gru 2024,"50,22 zł",z: Stany Zjednoczone,"perfectlyimperfect2023 (137) 94,1%",Używany
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Konsola Sony PlayStation 4 Slim CUH-2215B) z kontrolerem i przewodami - działa!,Sprzedane  19 gru 2024,"531,27 zł",z: Stany Zjednoczone,"statewide (14 290) 99,9%",Używany
Konsola Spider-Man Sony Playstation 4 Pro PS4 Limited Edition Nowa zapieczętowana 60,Sprzedane  19 gru 2024,"3 065,21 zł",z: Stany Zjednoczone,"ultimateretrovideogames (4 491) 99,2%",Fabrycznie nowy
PlayStation 4 Pro 1 TB Red Dead Redemption II Open Box,Sprzedane  19 gru 2024,"1 430,41 zł",z: Stany Zjednoczone,tulsacp (10 166) 100%,Nowy (inny)
Konsola Sony PlayStation 4 Slim 500GB - Glacier White z oficjalnym kontrolerem,Sprzedane  19 gru 2024,"513,48 zł",z: Wielka Brytania,viktoriya013 (678) 100%,Używany
Konsola do gier wideo Sony PlayStation 4 Slim CUH-2215B 1 TB z czerwonym kontrolerem Sony,Sprzedane  19 gru 2024,"514,92 zł",z: Stany Zjednoczone,richmonddeals (2 980) 99%,Używany
Konsola PlayStation 4 Pro 1 TB edycja limitowana Marvel's Spider-Man PS4,Sprzedane  15 gru 2023,"1 205,91 zł",z: Japonia,"console-game-japan (2 004) 97,6%",Używany
Konsola PlayStation 4 Pro czarna 1 TB Sony PS4 7.02 Firmware - Testowana (PRZECZYTAJ),Sprzedane  19 gru 2024,"690,70 zł",z: Stany Zjednoczone,"factzuka (78) 97,4%",Używany
Konsola Sony PlayStation 4 Slim 500GB - biały lodowiec z kontrolerem,Sprzedane  19 gru 2024,"513,68 zł",z: Wielka Brytania,"cash-concepts-romford-barkingside (7 685) 99,2%",Używany
Konsola Sony PS4 PRO 1TB - czarna z kontrolerem,Sprzedane  19 gru 2024,"693,49 zł",z: Wielka Brytania,"cash-concepts-romford-barkingside (7 685) 99,2%",Używany
Sony Ps4 Slim 500gb puste pudełko FIFA 19 w tym opakowanie,Sprzedane  19 gru 2024,"102,70 zł",z: Wielka Brytania,"nurulahmin0 (390) 98,9%",Używany
Sony PlayStation 4 Pro PS4 1TB Spider-Man Limitowana edycja Konsola System gier,Sprzedane  19 gru 2024,"756,05 zł",z: Stany Zjednoczone,"wynwoodsocialclub (2 484) 98,6%",Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B z 1 kontrolerem przetestowana działa,Sprzedane  19 gru 2024,"613,01 zł",z: Stany Zjednoczone,"nybargainhunter (2 209) 98,9%",Używany
Konsola Sony PlayStation 4 1 TB CUH-2215B (2018) czarna z kontrolerem,Sprzedane  19 gru 2024,"592,62 zł",z: Stany Zjednoczone,"briangarrett176 (1 046) 99,6%",Używany
Konsola do gier Sony PlayStation 4 Jet Black 500GB (CUH-1001A) - przetestowana,Sprzedane  19 gru 2024,"531,27 zł",z: Stany Zjednoczone,retroplaymart (47) 100%,Używany
Sony PlayStation 4 - oryginalny aparat - czarny,Sprzedane  19 gru 2024,"100,49 zł",z: Stany Zjednoczone,"carlosstarz (195) 98,3%",Używany
Sony Playstation 4 Pro 1TB CUH-7215B z kontrolerem | HDMI | kabel zasilający - pakiet,Sprzedane  19 gru 2024,"551,75 zł",z: Stany Zjednoczone,plexcollects (248) 100%,Używany
The Last Of Us Custom made steelbook / etui MetalPak (BEZ GRY) PS3 / PS4 / PS5 Nowe,Sprzedane  19 gru 2024,"150,76 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Czujnik kamery SONY PlayStation 4 PS4 VR CUH-ZEY1 Oficjalny oryginalny - bez podstawki,Sprzedane  11 gru 2024,"100,49 zł",z: Stany Zjednoczone,"vintagehomegardens (207) 95,4%",Używany
Sony PlayStation 4 Slim 500gb 1 Bezprzewodowy Dualshock Oryginalny,Sprzedane  19 gru 2024,"403,28 zł",z: Wielka Brytania,lifeonwheels95 (8) 100%,Używany
PlayStation 4 Slim 1 TB na części z 7 grami (3 zapieczętowane) i kontrolerem,Sprzedane  19 gru 2024,"609,29 zł",z: Stany Zjednoczone,temjin_99 (795) 100%,Tylko na części
Sony PlayStation 4 Ps4 051-075-NA czarny PDP uniwersalny pilot multimedialny,Sprzedane  15 gru 2024,"204,31 zł",z: Stany Zjednoczone,"mrwei_80 (4 643) 99,4%",Fabrycznie nowy
Konsola do gier Sony PlayStation 4 500GB - czarna,Sprzedane  19 gru 2024,"449,57 zł",z: Stany Zjednoczone,fivestarstock (6) 100%,Używany
Hollow Knight: Silksong Custom Made Steelbook Case tylko PS4 / PS5 / Xbox (bez gry),Sprzedane  19 gru 2024,"175,90 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Mafia III Custom Made Steelbook Case tylko PS4 / PS5 / Xbox (bez płyty z grą) Nowe,Sprzedane  19 gru 2024,"175,90 zł",z: Stany Zjednoczone,"gameracks (589) 99,3%",Fabrycznie nowy
Sony PlayStation 4 Pro 1 TB czarna konsola system gier CUH-7215B,Sprzedane  18 gru 2024,"613,01 zł",z: Stany Zjednoczone,byronelectronics2024 (142) 98%,Używany
"UNDERTALE - PlayStation 4, PS4",Sprzedane  18 gru 2024,"163,44 zł",z: Stany Zjednoczone,retrogradeflips (894) 100%,Używany
Konsola Sony PlayStation 4 Pro 1 TB CUH-7015B nieprzetestowana PRZECZYTAJ OPIS,Sprzedane  19 lis 2024,"245,22 zł",z: Stany Zjednoczone,"teknix-solutions (24 506) 99,6%",Tylko na części
Sony PlayStation 4 Pro PS4 1TB czarna konsola system gier CUH-7215B,Sprzedane  18 gru 2024,"572,14 zł",z: Stany Zjednoczone,"shoptoncharlotteelectronics (749) 98,9%",Używany
Konsola do gier wideo Sony Playstation 4 PS4 CUH-1215A przetestowana,Sprzedane  17 wrz 2024,"653,88 zł",z: Stany Zjednoczone,"teknix-solutions (24 506) 99,6%",Używany
Sony PlayStation 4 Slim 1TB PS4 czarna konsola LOW Firmware 9.60 - Bad Disc,Sprzedane  18 gru 2024,"445,48 zł",z: Stany Zjednoczone,"justgoodtech (1 771) 99,5%",Używany
Aparat Sony PS4 V2 wysyłka tego samego dnia 1 klasa super szybka dostawa,Sprzedane  18 gru 2024,"176,87 zł",z: Wielka Brytania,"excelstuff (20 310) 98,2%",Używany
Sony PlayStation 4 Pro 2TB czarny system gier wideo 4K konsola PS4 PRO pakiet,Sprzedane  18 gru 2024,"1 203,42 zł",z: Stany Zjednoczone,"loothive (478 807) 99,3%",Odnowiony
Tylko konsola/kontroler Sony PlayStation 4 Pro 1 TB (CUH-7215B),Sprzedane  18 gru 2024,"612,85 zł",z: Stany Zjednoczone,"junkplug (3 106) 99,5%",Używany
Sony PlayStation 4 Star Wars Battlefront II Shell (***PRZECZYTAJ***),Sprzedane  16 cze 2024,"150,76 zł",z: Stany Zjednoczone,"orkmastermcgee (50 572) 97,9%",Używany
Kamera do gier wideo Sony PlayStation do PlayStation 4 PS4 CUH-ZEY1 czarna EB-14633,Sprzedane  18 gru 2024,"89,28 zł",z: Stany Zjednoczone,tarheelsam01 (170) 100%,Używany
Konsola Sony PlayStation 4 Slim 1 TB CUH-2215B czarna 1 kontroler przetestowany działa,Sprzedane  18 gru 2024,"613,01 zł",z: Stany Zjednoczone,"nybargainhunter (2 209) 98,9%",Używany
Sony PlayStation 4 - oryginalny aparat - czarny,Sprzedane  18 gru 2024,"45,24 zł",z: Stany Zjednoczone,"kkaselionis (24) 89,5%",Fabrycznie nowy
Aparat Sony PlayStation 4 nowy fabrycznie zapieczętowany PS4 OEM 🔥Szybka wysyłka🔥,Sprzedane  18 gru 2024,"236,84 zł",z: Stany Zjednoczone,"video_games_galore (5 009) 99,9%",Fabrycznie nowy
Playstation 4 Zamienna osłona Art,Sprzedane  18 gru 2024,"8,80 zł",z: Stany Zjednoczone,"nugstore (304) 97,8%",Używany
Kamera Sony PS4 CUH-ZEY2 czujnik ruchu,Sprzedane  18 gru 2024,"205,49 zł",z: Wielka Brytania,"uk-part (2 312) 98,8%",Używany
Zepsuta konsola Sony Playstation 4 Slim PS4 500GB tylko system gier CUH-2215A,Sprzedane  18 gru 2024,"245,18 zł",z: Stany Zjednoczone,"atletronics (1 855) 97,6%",Tylko na części
"Instrukcje Sony Playstation 1, z bezpłatną wysyłką",Sprzedane  18 gru 2024,"18,89 zł",z: Wielka Brytania,"alcotron (66 316) 99,9%",Używany
Sony PlayStation 4 Slim 500GB Konsola System Pakiet Gra Wszystkie kable CUH-2115A,Sprzedane  18 gru 2024,"510,83 zł",z: Stany Zjednoczone,"guitarguybuys (8 015) 99,7%",Używany
Konsola PlayStation 4 z kablami - 500GB - ładna! 🤩 - MX-4 Sony PS4 #08,Sprzedane  18 gru 2024,"490,44 zł",z: Stany Zjednoczone,mrfishbsme2 (1 525) 100%,Używany
Sony PlayStation 4 Slim - Marvel's Spider-Man (1 TB) - Dobry - Czarny kontroler,Sprzedane  18 gru 2024,"919,54 zł",z: Wielka Brytania,"stockmustgo (80 821) 98,7%",Odnowiony
Konsola do gier Sony PlayStation 4 500GB - czarna - CUH-1115A,Sprzedane  18 gru 2024,"408,70 zł",z: Stany Zjednoczone,miamiluxuryautocare (44) 100%,Używany
Sony Playstation 4 kamera VR wersja 1 PSVR V1 CUH-ZEY1 czujnik ruchu,Sprzedane  18 gru 2024,"102,70 zł",z: Wielka Brytania,"sam-0902 (896) 96,9%",Używany
Konsola Sony PlayStation 4 Pro 1 TB CUH-7215B - Low Firmware 10.01 Doskonały,Sprzedane  18 gru 2024,"899,10 zł",z: Stany Zjednoczone,"ss_marketplace (282) 99,1%",Używany
Konsola Sony PlayStation 4 Slim 1 TB tylko LOW FIRMWARE 9.00 PS4 testowana,Sprzedane  18 gru 2024,"735,62 zł",z: Stany Zjednoczone,"vacaymoney25 (776) 99,5%",Używany
Konsola PS4 Slim 500GB z 2 kontrolerami - biały lodowiec - stan bardzo dobry,Sprzedane  18 gru 2024,"883,63 zł",z: Wielka Brytania,sams-shed (22) 100%,Używany
PlayStation 4 Slim - Czarny - 500GB - (Przeczytaj opis) c8llzu7gce6e,Sprzedane  18 gru 2024,"533,35 zł",z: Stany Zjednoczone,"buybackboss (18 816) 98,9%",Używany
Sony PlayStation 4 PS4 CUH-1215A 500GB Tylko konsola do gier wideo,Sprzedane  18 gru 2024,"388,22 zł",z: Stany Zjednoczone,"1010pro (464) 99,6%",Używany
Sony PlayStation 4 Slim BLK 500GB Model 2015A z 1 kontrolerem Testowany działający,Sprzedane  18 gru 2024,"510,88 zł",z: Stany Zjednoczone,"nybargainhunter (2 209) 98,9%",Używany
Sony PlayStation 4 PS4 500GB czarna konsola system gier CUH-1215A,Sprzedane  18 gru 2024,"531,31 zł",z: Stany Zjednoczone,"dthings706 (180) 94,4%",Używany
PlayStation 4 Slim - Czarny - 1 TB (Przeczytaj opis) e4b59va0m7l2,Sprzedane  18 gru 2024,"351,48 zł",z: Stany Zjednoczone,"buybackboss (18 816) 98,9%",Używany
Sony PlayStation 4 PS4 CUH-1115A 500GB Konsola Kontroler Back Button SpiderMan,Sprzedane  18 gru 2024,"633,49 zł",z: Stany Zjednoczone,33.hoss (812) 100%,Używany
Konsola do gier PlayStation 4 Pro 1 TB ŚWIETNY STAN!!,Sprzedane  18 gru 2024,"613,05 zł",z: Stany Zjednoczone,retrojakexy (237) 100%,Używany
Konsola do gier Sony PlayStation 4 - czarna. Nie odwróci się.,Sprzedane  18 gru 2024,"90,49 zł",z: Stany Zjednoczone,"littlejoesstate (8 538) 97,9%",Tylko na części
SONY PlayStation PS VR Bundled Ver. Zestaw słuchawkowy do wirtualnej rzeczywistości CUH-ZVR1 CUHJ-16001,Sprzedane  18 gru 2024,"514,55 zł",z: Japonia,offnet-mall.japan (281) 96%,Używany
Oficjalny OEM Sony Playstation 4 PS4 Zestaw 5 pustych zamiennych etui do gier,Sprzedane  18 gru 2024,"50,22 zł",z: Stany Zjednoczone,something4all-85 (734) 100%,Nowy (inny)
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Shop on eBay,N/A,N/A,N/A,N/A,Brand New
Konsola Sony PlayStation 4 - 500 GB z różnymi grami (patrz opis),Sprzedane  18 gru 2024,"499,51 zł",z: Stany Zjednoczone,greengal784 (58) 100%,Używany
Konsola Sony PlayStation 4 Pro 1 TB z Red Dead Redemption 2 - Jet Black Ex con,Sprzedane  18 gru 2024,"1 027,47 zł",z: Wielka Brytania,mojosav (1 393) 100%,Używany
Sony PlayStation 4 500GB Czarna konsola do gier Kontroler HDMI PS4 Skinned Mario!,Sprzedane  18 gru 2024,"490,24 zł",z: Stany Zjednoczone,haystackthrift (13 140) 99%,Używany
Sony PlayStation 4 Pakiet 3 kontrolerów Stacja ładująca i pamięć zewnętrzna 2 TB,Sprzedane  18 gru 2024,"545,61 zł",z: Stany Zjednoczone,"jonatab_93 (73) 96,2%",Używany
Biohazard 253 Winylowa naklejka na skórę Cover do Sony PS4 Pro PlayStation 4 Pro Naklejka,Sprzedane  18 gru 2024,"55,25 zł",z: Chiny,"zhaobin_148 (17 765) 99,7%",Fabrycznie nowy
BEZ KONSOLI - TYLKO PUDEŁKO - Sony Playstation 4 500GB Destiny White Box Tylko puste,Sprzedane  18 gru 2024,"150,76 zł",z: Stany Zjednoczone,"alec_store (1 602) 99,3%",Używany
Sony PlayStation 4 Slim 1TB PS4 Czarna konsola LOW Firmware 10.1- Przetestowana!,Sprzedane  18 gru 2024,"568,09 zł",z: Stany Zjednoczone,"justgoodtech (1 771) 99,5%",Używany
Kamera SONY PlayStation 4 PS4 VR CUH-ZEY1 Oficjalna oryginalna ze stojakiem,Sprzedane  18 gru 2024,"90,23 zł",z: Stany Zjednoczone,shroomroomcollectibles (75) 100%,Używany
Sony PlayStation 4 Pro 1 TB z kablami i kontrolerem CUH-ZCT2U - używany,Sprzedane  18 gru 2024,"735,62 zł",z: Stany Zjednoczone,"dealzone1578 (2 353) 99,5%",Używany
Konsola Sony PlayStation 4 Pro Marvel's Spider 1 TB edycja limitowana z dodatkową zawartością,Sprzedane  18 gru 2024,"940,01 zł",z: Stany Zjednoczone,amoora27 (102) 100%,Używany
Sony PlayStation 4 - Oryginalny aparat - Czarny PS4 Open Box,Sprzedane  18 gru 2024,"163,07 zł",z: Stany Zjednoczone,"gamecity413 (3 587) 99,3%",Nowy (inny)
Sony PlayStation 4 Pro PS4 1TB Spider-Man Limitowana edycja Konsola System gier,Sprzedane  18 gru 2024,"756,05 zł",z: Stany Zjednoczone,bundlez221 (907) 100%,Używany
Sony PlayStation PS4 puste pudełko tylko z wewnętrznym kartonem,Sprzedane  18 gru 2024,"125,02 zł",z: Stany Zjednoczone,"jakenm25 (442) 99,8%",Używany
Sony PlayStation CUH-2015B Playstation 500GB Slim - czarna konsola działa,Sprzedane  18 gru 2024,"306,48 zł",z: Stany Zjednoczone,"anverd79 (417) 99,3%",Używany
PlayStation 4 Slim 1 TB PS4 I 12 GIER MEGA PAKIET! CZYSTE/PRZETESTOWANE! STATKI GRATIS 🔥,Sprzedane  18 gru 2024,"694,75 zł",z: Stany Zjednoczone,theincrediblebulk (1 884) 100%,Używany
Konsola do gier Sony PlayStation 4 Slim 500 GB - przetestowana,Sprzedane  18 gru 2024,"486,15 zł",z: Stany Zjednoczone,"trendz_kc (136) 96,2%",Używany
Sony PlayStation 4 Slim 1TB PS4 z przewodami i kontrolerem - Testowany (2215B),Sprzedane  18 gru 2024,"449,53 zł",z: Stany Zjednoczone,"jester151 (8 470) 98,4%",Używany
PlayStation 4 Slim 1 TB PS4 Czarna konsola Pakiet z 14 grami 1 kontroler,Sprzedane  18 gru 2024,"1 021,55 zł",z: Stany Zjednoczone,hurryupnbuy* (98) 100%,Używany
Konsola Sony PlayStation 4 (PS4) Slim 1 TB + kontroler i kable,Sprzedane  18 gru 2024,"490,44 zł",z: Stany Zjednoczone,breakdown8 (394) 100%,Używany
Sony PlayStation 4 Slim Edition CUH-2215B - Konsola 1 TB - Czarna - PS4,Sprzedane  18 gru 2024,"445,48 zł",z: Stany Zjednoczone,"thrift_optics (21 463) 98,8%",Używany
Konsola PlayStation 4 Pro 1 TB z kontrolerem i 5 grami,Sprzedane  18 gru 2024,"713,18 zł",z: Stany Zjednoczone,7hills66 (90) 100%,Używany
"Czarna konsola PS4 1 TB pakiet CUH-7015B, kontrolery, nie odczytuje dysków niezawodnie",Sprzedane  18 gru 2024,"282,00 zł",z: Stany Zjednoczone,kennyuser (2 699) 100%,Tylko na części
NES SNES Retro Duo Retro-Bit 2-w-1 System FC Game Twin Konsola NOWA WERSJA,Sprzedane  18 gru 2024,"237,05 zł",z: Stany Zjednoczone,"lana_store (6 358) 99,5%",Fabrycznie nowy
"HyperX HX-HSCS-BK Cloud Stinger Gaming Headset 3,5 mm - Czarny",Sprzedane  18 gru 2024,"66,73 zł",z: Wielka Brytania,"manvieirad_0 (97) 95,8%",Używany
Konsola Sony PlayStation 4 (PS4) Slim CUH-2215B 1 TB + kontroler i przewody,Sprzedane  18 gru 2024,"608,96 zł",z: Stany Zjednoczone,"pgap2 (4 610) 96,2%",Używany
Konsola Sony PlayStation 4 PS4 500GB - czarna *BAD DISC DRIVE AS-IS*,Sprzedane  18 gru 2024,"163,28 zł",z: Stany Zjednoczone,"wilsontb29 (6 252) 99,6%",Tylko na części
Sony PlayStation 4 Slim 500GB z kontrolerem - czarny (nie odczytuje płyt) ****,Sprzedane  18 gru 2024,"196,18 zł",z: Stany Zjednoczone,kefo_4500 (15) 100%,Używany
Konsola Sony PlayStation 4 Pro 1 TB - czarna - kontrolery PS4 w zestawie,Sprzedane  17 gru 2024,"572,14 zł",z: Stany Zjednoczone,"joswill_2004 (111) 97,4%",Używany
DOBE PS4 Slim Sony Playstation 4 S Zewnętrzny super wentylator chłodzący - Turbo Cooler,Sprzedane  17 gru 2024,"82,08 zł",z: Wielka Brytania,"great_dealsuk (15 948) 93,8%",Fabrycznie nowy
